internship_id,date_time,profile,company,location,start_date,stipend,duration,apply_by_date,offer,education,skills,perks,stipend_min,stipend_max,stipend_type,stipend_period,duration_months,apply_by_dt,posted_dt,start_immediate,start_dt,is_remote,city,is_multi_city,skills_tokens,text_blob
INT1185,2025-06-18,Content Writing,FinanceFirst,Noida,1 June 2025,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Content Writing, Blogging, SEO","Certificate, LOR",3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-06-18,False,2025-06-01,False,Noida,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo certificate, lor any graduate certificate, ppo financefirst"
INT1186,2025-07-19,Graphic Design,MarketMasters,Gurgaon,1 June 2025,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Photoshop, Illustrator, Figma",Flexible working hours,20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-07-19,False,2025-06-01,False,Gurgaon,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma flexible working hours b.sc certificate of completion, letter of recommendation marketmasters"
INT1187,2025-08-20,Finance,CodeCraft,Chandigarh,15 June 2025,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"Finance, Excel, Tally",Health Insurance,12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-08-20,False,2025-06-15,False,Chandigarh,False,"['finance', 'excel', 'tally']","finance finance, excel, tally health insurance m.tech pre-placement offer (ppo) codecraft"
INT1188,2025-09-21,Human Resources,CreativeMinds,Indore,1 June 2025,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","HR, Recruitment, Excel",,,,performance_based,unknown,2.0,2025-08-01,2025-09-21,False,2025-06-01,False,Indore,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel b.tech/b.e., mca certificate of completion creativeminds"
INT1189,2025-01-22,Operations,GrowthLab,Work From Home,Immediately,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"Operations, MS Office, Excel","Flexible working hours, Work from home",7000.0,10000.0,range,month,3.0,2025-11-30,2025-01-22,True,,True,Remote,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel flexible working hours, work from home any letter of recommendation growthlab"
INT1190,2025-02-23,Python Development,AIVentures,Work From Home,Immediately,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Django, REST API","5 days a week, Free snacks",2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-02-23,True,,True,Remote,False,"['python', 'django', 'rest api']","python development python, django, rest api 5 days a week, free snacks b.tech/b.e. aiventures"
INT1191,2025-03-24,Android Development,WebWizards,Work From Home,Immediately,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"Android, Kotlin, Java","Informal dress code, Free snacks",25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-03-24,True,,True,Remote,False,"['android', 'kotlin', 'java']","android development android, kotlin, java informal dress code, free snacks bca certificate, ppo webwizards"
INT1192,2025-04-25,iOS Development,AppFactory,Mumbai,Immediately,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"iOS, Swift, Xcode","Certificate, LOR",5000.0,8000.0,range,month,4.0,2025-08-20,2025-04-25,True,,False,Mumbai,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode certificate, lor mca certificate of completion, letter of recommendation appfactory"
INT1193,2025-05-26,UI/UX Design,CloudNine,Delhi,15 June 2025,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Figma, Adobe XD, Sketch",Flexible working hours,,,unknown,unknown,6.0,2025-09-30,2025-05-26,False,2025-06-15,False,Delhi,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch flexible working hours mba pre-placement offer (ppo) cloudnine"
INT1194,2025-06-27,Digital Marketing,BizBoost,Bangalore,1 July 2025,Rs. 18000 /month,1 Month,2025-05-31,Certificate of Completion,B.Com,"Facebook Ads, Google Ads, SEO",Health Insurance,18000.0,18000.0,fixed,month,1.0,2025-05-31,2025-06-27,False,2025-07-01,False,Bangalore,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo health insurance b.com certificate of completion bizboost"
INT1195,2025-07-28,Social Media Marketing,ContentKing,Hyderabad,Immediately,Rs. 5000 /month,5 Months,2025-10-15,Letter of Recommendation,Any Graduate,"Instagram, Facebook, Content Creation",,5000.0,5000.0,fixed,month,5.0,2025-10-15,2025-07-28,True,,False,Hyderabad,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation any graduate letter of recommendation contentking"
INT1196,2025-08-01,Video Editing,PixelPerfect,Chennai,Immediately,Rs. 10000 /month,8 Weeks,2025-06-30,,B.Sc,"Premiere Pro, After Effects, Davinci Resolve","Flexible working hours, Work from home",10000.0,10000.0,fixed,month,1.8411967779056388,2025-06-30,2025-08-01,True,,False,Chennai,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve flexible working hours, work from home b.sc pixelperfect"
INT1197,2025-09-02,React Development,AnalyticsEdge,Pune,15 June 2025,Rs. 8000 /month,12 Weeks,2025-07-15,"Certificate, PPO",M.Tech,"React, Node.js, MongoDB","5 days a week, Free snacks",8000.0,8000.0,fixed,month,2.761795166858458,2025-07-15,2025-09-02,False,2025-06-15,False,Pune,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb 5 days a week, free snacks m.tech certificate, ppo analyticsedge"
INT1198,2025-01-03,Full Stack Development,MobileFirst,Kolkata,15 June 2025,Rs. 15000 /month,2 Months,2025-08-01,"Certificate of Completion, Letter of Recommendation","B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL","Informal dress code, Free snacks",15000.0,15000.0,fixed,month,2.0,2025-08-01,2025-01-03,False,2025-06-15,False,Kolkata,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql informal dress code, free snacks b.tech/b.e., mca certificate of completion, letter of recommendation mobilefirst"
INT1199,2025-02-04,Data Analytics,DevStudio,Ahmedabad,1 June 2025,Unpaid,3 Months,2025-11-30,Pre-Placement Offer (PPO),Any,"SQL, Excel, Tableau, Power BI","Certificate, LOR",0.0,0.0,unpaid,unknown,3.0,2025-11-30,2025-02-04,False,2025-06-01,False,Ahmedabad,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi certificate, lor any pre-placement offer (ppo) devstudio"
INT1200,2025-03-05,Data Science,TechCorp India,Jaipur,Immediately,Rs. 3000 /month,2 Months,2025-06-15,Certificate of Completion,B.Tech/B.E.,"Python, Machine Learning, Data Analysis",Flexible working hours,3000.0,3000.0,fixed,month,2.0,2025-06-15,2025-03-05,True,,False,Jaipur,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis flexible working hours b.tech/b.e. certificate of completion techcorp india"
INT1201,2025-04-06,Web Development,StartupXYZ,Noida,1 June 2025,Rs. 20000 /month,3 Months,2025-07-01,Letter of Recommendation,BCA,"React, JavaScript, HTML, CSS",Health Insurance,20000.0,20000.0,fixed,month,3.0,2025-07-01,2025-04-06,False,2025-06-01,False,Noida,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css health insurance bca letter of recommendation startupxyz"
INT1202,2025-05-07,Machine Learning,InnovateTech,Gurgaon,Immediately,Rs. 12000 /month,4 Months,2025-08-20,,MCA,"Python, TensorFlow, Deep Learning",,12000.0,12000.0,fixed,month,4.0,2025-08-20,2025-05-07,True,,False,Gurgaon,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning mca innovatetech"
INT1203,2025-06-08,Business Development,DataDriven Co,Chandigarh,Immediately,Performance based,6 Months,2025-09-30,"Certificate, PPO",MBA,"Business Development, Sales, CRM","Flexible working hours, Work from home",,,performance_based,unknown,6.0,2025-09-30,2025-06-08,True,,False,Chandigarh,False,"['business development', 'sales', 'crm']","business development business development, sales, crm flexible working hours, work from home mba certificate, ppo datadriven co"
INT1204,2025-07-09,Marketing,DesignHub,Indore,Immediately,Rs. 7000-10000 /month,1 Month,2025-05-31,"Certificate of Completion, Letter of Recommendation",B.Com,"Digital Marketing, SEO, Google Analytics","5 days a week, Free snacks",7000.0,10000.0,range,month,1.0,2025-05-31,2025-07-09,True,,False,Indore,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics 5 days a week, free snacks b.com certificate of completion, letter of recommendation designhub"
INT1205,2025-08-10,Content Writing,FinanceFirst,Work From Home,1 August 2025,Rs. 2000 /month,5 Months,2025-10-15,Pre-Placement Offer (PPO),Any Graduate,"Content Writing, Blogging, SEO","Informal dress code, Free snacks",2000.0,2000.0,fixed,month,5.0,2025-10-15,2025-08-10,False,2025-08-01,True,Remote,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo informal dress code, free snacks any graduate pre-placement offer (ppo) financefirst"
INT1206,2025-09-11,Graphic Design,MarketMasters,Work From Home,1 July 2025,Rs. 25000 /month,8 Weeks,2025-06-30,Certificate of Completion,B.Sc,"Photoshop, Illustrator, Figma","Certificate, LOR",25000.0,25000.0,fixed,month,1.8411967779056388,2025-06-30,2025-09-11,False,2025-07-01,True,Remote,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma certificate, lor b.sc certificate of completion marketmasters"
INT1207,2025-01-12,Finance,CodeCraft,Work From Home,Immediately,Rs. 5000-8000 /month,12 Weeks,2025-07-15,Letter of Recommendation,M.Tech,"Finance, Excel, Tally",Flexible working hours,5000.0,8000.0,range,month,2.761795166858458,2025-07-15,2025-01-12,True,,True,Remote,False,"['finance', 'excel', 'tally']","finance finance, excel, tally flexible working hours m.tech letter of recommendation codecraft"
INT1208,2025-02-13,Human Resources,CreativeMinds,Mumbai,Immediately,,2 Months,2025-08-01,,"B.Tech/B.E., MCA","HR, Recruitment, Excel",Health Insurance,,,unknown,unknown,2.0,2025-08-01,2025-02-13,True,,False,Mumbai,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel health insurance b.tech/b.e., mca creativeminds"
INT1209,2025-03-14,Operations,GrowthLab,Delhi,1 June 2025,Rs. 18000 /month,3 Months,2025-11-30,"Certificate, PPO",Any,"Operations, MS Office, Excel",,18000.0,18000.0,fixed,month,3.0,2025-11-30,2025-03-14,False,2025-06-01,False,Delhi,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel any certificate, ppo growthlab"
INT1210,2025-04-15,Python Development,AIVentures,Bangalore,1 June 2025,Rs. 5000 /month,2 Months,2025-06-15,"Certificate of Completion, Letter of Recommendation",B.Tech/B.E.,"Python, Django, REST API","Flexible working hours, Work from home",5000.0,5000.0,fixed,month,2.0,2025-06-15,2025-04-15,False,2025-06-01,False,Bangalore,False,"['python', 'django', 'rest api']","python development python, django, rest api flexible working hours, work from home b.tech/b.e. certificate of completion, letter of recommendation aiventures"
INT1211,2025-05-16,Android Development,WebWizards,Hyderabad,1 August 2025,Rs. 10000 /month,3 Months,2025-07-01,Pre-Placement Offer (PPO),BCA,"Android, Kotlin, Java","5 days a week, Free snacks",10000.0,10000.0,fixed,month,3.0,2025-07-01,2025-05-16,False,2025-08-01,False,Hyderabad,False,"['android', 'kotlin', 'java']","android development android, kotlin, java 5 days a week, free snacks bca pre-placement offer (ppo) webwizards"
INT1212,2025-06-17,iOS Development,AppFactory,Chennai,1 July 2025,Rs. 8000 /month,4 Months,2025-08-20,Certificate of Completion,MCA,"iOS, Swift, Xcode","Informal dress code, Free snacks",8000.0,8000.0,fixed,month,4.0,2025-08-20,2025-06-17,False,2025-07-01,False,Chennai,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode informal dress code, free snacks mca certificate of completion appfactory"
INT1213,2025-07-18,UI/UX Design,CloudNine,Pune,Immediately,Rs. 15000 /month,6 Months,2025-09-30,Letter of Recommendation,MBA,"Figma, Adobe XD, Sketch","Certificate, LOR",15000.0,15000.0,fixed,month,6.0,2025-09-30,2025-07-18,True,,False,Pune,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch certificate, lor mba letter of recommendation cloudnine"
INT1214,2025-08-19,Digital Marketing,BizBoost,Kolkata,1 June 2025,Unpaid,1 Month,2025-05-31,,B.Com,"Facebook Ads, Google Ads, SEO",Flexible working hours,0.0,0.0,unpaid,unknown,1.0,2025-05-31,2025-08-19,False,2025-06-01,False,Kolkata,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo flexible working hours b.com bizboost"
INT1215,2025-09-20,Social Media Marketing,ContentKing,Ahmedabad,15 June 2025,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Instagram, Facebook, Content Creation",Health Insurance,3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-09-20,False,2025-06-15,False,Ahmedabad,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation health insurance any graduate certificate, ppo contentking"
INT1216,2025-01-21,Video Editing,PixelPerfect,Jaipur,Immediately,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Premiere Pro, After Effects, Davinci Resolve",,20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-01-21,True,,False,Jaipur,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve b.sc certificate of completion, letter of recommendation pixelperfect"
INT1217,2025-02-22,React Development,AnalyticsEdge,Noida,Immediately,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"React, Node.js, MongoDB","Flexible working hours, Work from home",12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-02-22,True,,False,Noida,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb flexible working hours, work from home m.tech pre-placement offer (ppo) analyticsedge"
INT1218,2025-03-23,Full Stack Development,MobileFirst,Gurgaon,1 July 2025,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL","5 days a week, Free snacks",,,performance_based,unknown,2.0,2025-08-01,2025-03-23,False,2025-07-01,False,Gurgaon,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql 5 days a week, free snacks b.tech/b.e., mca certificate of completion mobilefirst"
INT1219,2025-04-24,Data Analytics,DevStudio,Chandigarh,1 June 2025,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"SQL, Excel, Tableau, Power BI","Informal dress code, Free snacks",7000.0,10000.0,range,month,3.0,2025-11-30,2025-04-24,False,2025-06-01,False,Chandigarh,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi informal dress code, free snacks any letter of recommendation devstudio"
INT1220,2025-05-25,Data Science,TechCorp India,Indore,Immediately,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Machine Learning, Data Analysis","Certificate, LOR",2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-05-25,True,,False,Indore,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis certificate, lor b.tech/b.e. techcorp india"
INT1221,2025-06-26,Web Development,StartupXYZ,Work From Home,1 August 2025,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"React, JavaScript, HTML, CSS",Flexible working hours,25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-06-26,False,2025-08-01,True,Remote,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css flexible working hours bca certificate, ppo startupxyz"
INT1222,2025-07-27,Machine Learning,InnovateTech,Work From Home,1 August 2025,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"Python, TensorFlow, Deep Learning",Health Insurance,5000.0,8000.0,range,month,4.0,2025-08-20,2025-07-27,False,2025-08-01,True,Remote,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning health insurance mca certificate of completion, letter of recommendation innovatetech"
INT1223,2025-08-28,Business Development,DataDriven Co,Work From Home,1 June 2025,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Business Development, Sales, CRM",,,,unknown,unknown,6.0,2025-09-30,2025-08-28,False,2025-06-01,True,Remote,False,"['business development', 'sales', 'crm']","business development business development, sales, crm mba pre-placement offer (ppo) datadriven co"
